Timestamp start: 1778758032897
Timestamp end: 1778759163234

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      287.4   244.3    74.4   113.7   126.7   247.4   304.9   341.9   373.4   413.9   468.1   565.3   971.9  2976.7  7856.1  53924.4    53985
read      256.6   267.8    74.4   115.8   128.9   219.6   267.8   294.1   313.7   337.9   371.3   433.4   831.9  3482.0  7787.5 101981.4   101949
read      276.0   204.0    74.4   125.7   143.6   255.8   302.1   328.2   346.7   370.1   399.1   447.4   647.9  2426.7  9192.6  23991.0    24076
read      256.1   168.0    68.9   112.6   124.3   235.3   284.9   313.1   335.8   365.9   405.6   467.2   626.0  2109.0  6200.0  52546.6    52574
read      257.7   230.7    74.4   118.3   131.7   225.8   274.2   301.1   320.2   345.2   381.6   448.8   725.0  3467.0  7324.3 106227.0   106271
read      236.7   128.9    74.4   116.3   129.2   217.5   264.3   289.6   307.9   329.8   359.9   409.7   551.1  1316.7  2928.0 105430.6   105451
read      243.4   179.3    74.4   113.6   125.7   216.5   267.0   293.2   312.0   334.8   366.4   426.0   713.3  2303.6  6441.6  86035.0    86087
read      277.9   165.7    74.4   121.3   138.3   255.7   305.7   336.7   360.4   388.4   423.7   477.0   639.9  2278.1  3620.3  29215.4    29108
read      391.1   725.4    74.4   127.7   145.1   275.2   333.5   371.0   404.6   458.1   541.4   658.3  4100.3  8006.4 12981.3 101181.4   101115
read      250.1   177.5    74.4   115.1   128.0   225.8   276.5   302.4   320.4   343.5   376.9   448.4   677.1  2091.0  5810.5  74210.4    74326
read      232.3   101.4    68.9   114.9   127.6   220.0   269.2   292.6   308.6   326.3   348.9   386.9   480.1   789.8  2632.4  75839.6    75832
read      234.3   112.8    74.4   115.7   128.7   218.0   265.9   290.9   308.4   328.5   355.2   398.8   518.0   937.6  2943.3  94908.8    94901
read      228.9    88.8    80.4   139.7   158.3   225.3   246.4   258.1   267.1   276.6   291.9   317.2   397.0   789.8  4103.3  15805.2    15809
read      234.1    73.3    74.4   128.6   143.1   235.7   263.3   276.7   287.1   297.6   313.8   338.3   406.0   620.4  1738.6  28949.6    28874
read      238.3   118.0    68.9   119.1   132.2   234.8   275.2   294.2   307.3   321.0   340.7   371.1   461.6  1204.0  3835.6  51913.8    51882
read      237.1    93.8    74.4   126.5   140.8   237.5   266.5   281.1   291.4   303.8   319.1   345.2   431.5   927.5  2911.9  32729.0    32653
read      235.6    82.3    68.9   121.4   134.8   237.0   270.8   287.2   297.8   311.7   328.5   357.0   435.1   739.1  1580.5  41649.8    41676
read      239.6   121.3    74.4   117.6   130.5   230.4   277.1   298.6   313.6   330.8   352.2   389.8   495.4  1200.5  3005.8  62907.2    63019
read      240.3   121.6    74.4   117.9   131.3   223.4   270.8   295.6   313.4   334.7   363.6   413.1   545.1  1134.1  3145.5  99240.8    99164
read      237.2    98.4    74.4   120.3   133.3   236.6   273.6   291.2   303.4   316.9   335.3   364.4   449.8   916.3  2355.7  46911.4    47055
read      234.4    94.7    74.4   116.2   129.1   227.8   273.6   294.4   308.8   324.6   345.0   377.6   464.6   755.0  1973.6  62382.4    62394
read      239.3   119.5    74.4   117.1   130.4   222.0   269.6   294.7   312.7   334.1   362.6   410.0   541.2  1244.4  3404.2  98707.0    98519
read      236.6    99.8    74.4   125.7   140.5   237.4   265.7   279.6   289.7   301.1   316.9   343.5   435.5  1025.0  3169.7  32176.8    32122
read      236.4   101.1    74.4   119.8   132.7   235.0   274.2   292.5   305.3   319.0   338.2   367.3   441.7   772.7  2335.2  49383.4    49464
read      234.0   104.2    74.4   132.2   147.9   232.6   257.6   270.4   279.7   291.0   305.8   330.1   405.7  1105.8  3236.0  23970.0    24034
read      233.0   103.6    74.4   115.1   127.7   219.8   269.1   292.9   309.1   327.5   351.0   390.7   493.6   855.7  2026.1  77279.0    77363
read      234.1   110.4    74.4   115.2   128.1   218.3   266.7   291.6   308.9   328.9   355.1   398.4   513.3   921.6  2478.5  91779.6    91698
read      234.7    88.8    74.4   122.2   135.8   236.0   268.3   284.2   294.9   308.3   323.8   350.1   426.8   783.1  2454.2  38918.2    38997
read      235.4   113.6    74.4   115.1   128.0   219.2   268.7   293.4   310.6   330.7   357.3   400.1   518.0  1111.3  2688.5  86040.2    86028
read      235.0   105.9    74.4   115.4   128.2   220.7   270.0   294.5   311.6   331.2   356.4   397.6   505.4   848.6  2131.5  83029.4    83012
read      223.6    83.8    74.4   139.2   156.8   219.8   239.5   251.0   259.5   270.0   284.3   308.3   380.1  1000.1  3923.3  14949.4    15024
read      234.3    98.8    74.4   117.0   129.5   229.9   273.3   293.0   306.5   320.7   340.7   370.5   451.0   956.4  2710.0  56665.8    56640
read      461.7 13834.4    74.4   116.3   129.3   218.9   266.7   291.8   309.7   330.6   358.5   403.7   527.2  1180.1 870189.5  97183.2    97362
read      238.2   109.7    68.9   117.7   131.2   222.6   268.7   293.2   310.9   332.0   360.6   408.6   532.8   890.8  2900.9 107261.2   107412
read      236.3   113.3    74.4   116.2   128.8   226.5   273.9   295.6   310.5   327.2   348.3   384.9   484.2  1232.3  3302.0  64974.6    65030

Total QPS = 58262.2 (65836232 / 1130.0s)

Total connections = 64
Misses = 65836233 (100.0%)
Skipped TXs = 0 (0.0%)

RX  197508699 bytes :    0.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,9.55%,100.00%
